INFO 2020-04-29 19:37:46,467 basehttp 588 2684 "GET / HTTP/1.1" 200 29544
INFO 2020-04-29 19:37:49,227 basehttp 588 16152 "GET /marshrutka/ HTTP/1.1" 200 4749
INFO 2020-04-29 19:37:49,272 basehttp 588 13204 "GET /static/css/bootstrap-theme.css HTTP/1.1" 200 22474
INFO 2020-04-29 19:37:49,284 basehttp 588 17724 "GET /static/fon.jpg HTTP/1.1" 200 189788
INFO 2020-04-29 19:37:49,285 basehttp 588 15992 "GET /static/js/bootstrap.js HTTP/1.1" 200 65813
INFO 2020-04-29 19:37:49,289 basehttp 588 17564 "GET /static/css/bootstrap.css HTTP/1.1" 200 137067
INFO 2020-04-29 19:37:49,300 basehttp 588 17132 "GET /static/js/jquery-3.3.1.js HTTP/1.1" 200 271751
INFO 2020-04-29 19:37:49,308 basehttp 588 15516 "GET /static/js/materialize.js HTTP/1.1" 200 267975
INFO 2020-04-29 19:37:49,312 basehttp 588 5940 "GET /static/css/materialize.css HTTP/1.1" 200 196321
INFO 2020-04-29 19:37:49,317 basehttp 588 17020 "GET /static/css/main.css HTTP/1.1" 200 33150
INFO 2020-04-29 19:37:49,319 basehttp 588 15272 "GET /static/css/font-awesome.css HTTP/1.1" 200 21658
INFO 2020-04-29 19:37:49,320 basehttp 588 14004 "GET /static/js/dateFormat.js HTTP/1.1" 200 4584
INFO 2020-04-29 19:37:49,324 basehttp 588 6600 "GET /static/css/animate.css HTTP/1.1" 200 61382
INFO 2020-04-29 19:37:50,097 basehttp 588 16696 "GET /static/fonts/fontawesome-webfont.woff?v=4.0.3 HTTP/1.1" 200 0
INFO 2020-04-29 19:37:50,114 basehttp 588 7292 "GET /static/fonts/fontawesome-webfont.ttf?v=4.0.3 HTTP/1.1" 200 0
INFO 2020-04-29 19:38:04,989 basehttp 588 5096 "POST /marshrutka/search HTTP/1.1" 200 5110
INFO 2020-04-29 19:38:11,685 basehttp 588 10588 "GET /marshrutka/book/1/1-2/2A/2020-04-12 HTTP/1.1" 200 4611
